PassengerId,Pclass,Sex,Age,Fare,Embarked,Title,FamilySize
473,2,1,33.0,3.3586377672433594,2,3,3.0
348,3,1,29.0,2.8390784635086144,2,3,1.0
506,1,0,18.0,4.699570861409576,0,2,1.0
640,3,0,29.0,2.8390784635086144,2,2,1.0
879,3,0,29.0,2.1855792552411137,2,2,0.0
825,3,0,2.0,3.705920919968788,2,0,5.0
804,3,0,0.42,2.2530481500547457,0,0,1.0
620,2,0,26.0,2.4423470353692043,2,2,0.0
762,3,0,41.0,2.094945728215801,2,2,0.0
646,1,0,48.0,4.353230991152628,0,2,1.0
755,2,1,48.0,4.189654742026425,2,3,3.0
557,1,1,48.0,3.703768066607687,0,4,1.0
851,3,0,4.0,3.4742929367327062,2,0,6.0
578,1,1,39.0,4.041295341132285,2,3,1.0
86,3,1,33.0,2.8243506567983707,2,3,3.0
243,2,0,29.0,2.4423470353692043,2,2,0.0
699,1,0,49.0,4.717456363787216,0,2,2.0
160,3,0,29.0,4.256321678298823,2,0,10.0
525,3,0,29.0,2.1076888046179385,0,2,0.0
36,1,0,42.0,3.970291913552122,2,2,1.0
541,1,1,36.0,4.276666119016055,2,1,2.0
171,1,0,61.0,3.5409593240373143,2,2,0.0
655,3,1,18.0,2.0476928433652555,1,1,0.0
787,3,1,18.0,2.139571923732859,2,1,0.0
756,2,0,0.67,2.740840023925201,2,0,2.0
839,3,0,32.0,4.05171190165724,2,2,0.0
96,3,0,29.0,2.2027647577118348,2,2,0.0
564,3,0,29.0,2.2027647577118348,2,2,0.0
241,3,1,29.0,2.737880811060884,0,1,1.0
575,3,0,16.0,2.2027647577118348,2,2,0.0
691,1,0,31.0,4.060443010546419,2,2,1.0
461,1,0,48.0,3.3160025355989236,2,2,0.0
554,3,0,22.0,2.1071782966514356,0,2,0.0
781,3,1,13.0,2.1076888046179385,0,1,0.0
207,3,0,32.0,2.8243506567983707,2,2,1.0
393,3,0,28.0,2.188856327665703,2,2,2.0
398,2,0,46.0,3.295836866004329,2,2,0.0
757,3,0,28.0,2.174274334826008,2,2,0.0
218,2,0,42.0,3.332204510175204,2,2,1.0
5,3,0,35.0,2.2027647577118348,2,2,0.0
643,3,1,2.0,3.3638415951183864,2,1,5.0
798,3,1,31.0,2.270402752283094,2,3,0.0
613,3,1,29.0,2.803360380906535,1,1,1.0
739,3,0,29.0,2.1855792552411137,2,2,0.0
547,2,1,19.0,3.295836866004329,2,3,1.0
726,3,0,20.0,2.2682524139135403,2,2,0.0
684,3,0,14.0,3.8691155044168695,2,2,7.0
99,2,1,34.0,3.1780538303479458,2,3,1.0
728,3,1,29.0,2.1676241075599285,1,1,0.0
574,3,1,29.0,2.169053700369523,1,1,0.0
407,3,0,51.0,2.169053700369523,2,2,0.0
503,3,1,29.0,2.155151800914312,1,1,0.0
48,3,1,29.0,2.169053700369523,1,1,0.0
33,3,1,29.0,2.169053700369523,1,1,0.0
201,3,0,28.0,2.3513752571634776,2,2,0.0
135,2,0,25.0,2.6390573296152584,2,2,0.0
28,1,0,19.0,5.575949103146316,2,2,5.0
848,3,0,35.0,2.1855792552411137,0,2,0.0
231,1,1,35.0,4.436455632600354,2,3,1.0
490,3,0,9.0,2.8273136219290276,2,0,2.0
379,3,0,20.0,1.6119347926326877,0,2,0.0
289,2,0,42.0,2.6390573296152584,2,2,0.0
419,2,0,30.0,2.6390573296152584,2,2,0.0
675,2,0,29.0,0.0,2,2,0.0
392,3,0,21.0,2.174274334826008,2,2,0.0
593,3,0,47.0,2.1102132003465894,2,2,0.0
499,1,1,25.0,5.027492411162679,2,3,3.0
139,3,0,16.0,2.3240236363515288,2,2,0.0
63,1,0,45.0,4.436455632600354,2,2,1.0
472,3,0,38.0,2.2682524139135403,2,2,0.0
648,1,0,56.0,3.597312260588446,0,4,0.0
129,3,1,29.0,3.1509523813392697,0,1,2.0
868,1,0,31.0,3.941500250945973,2,2,0.0
521,1,1,30.0,4.548599834499697,2,1,0.0
65,1,0,29.0,3.357621598945279,0,2,0.0
15,3,1,14.0,2.180891922715322,2,1,0.0
157,3,1,16.0,2.167143305297764,1,1,0.0
41,3,1,40.0,2.348991465808201,2,3,1.0
493,1,0,55.0,3.449987545831587,2,2,0.0
380,3,0,19.0,2.1719067693519296,2,2,0.0
188,1,0,45.0,3.3160025355989236,2,2,0.0
764,1,1,36.0,4.795790545596741,2,3,3.0
217,3,1,27.0,2.188856327665703,2,1,0.0
53,1,1,49.0,4.353230991152628,0,3,1.0
338,1,1,41.0,4.908971640319756,0,1,0.0
749,1,0,19.0,3.9908341858524357,2,2,1.0
720,3,0,33.0,2.1719067693519296,2,2,0.0
725,1,0,27.0,3.9908341858524357,2,2,1.0
296,1,0,29.0,3.357621598945279,0,2,0.0
702,1,0,35.0,3.3064287218760624,2,2,0.0
252,3,1,29.0,2.4390808375825834,2,3,2.0
727,2,1,30.0,3.091042453358316,2,3,3.0
462,3,0,34.0,2.2027647577118348,2,2,0.0
456,3,0,29.0,2.1855792552411137,0,2,0.0
888,1,1,19.0,3.4339872044851463,2,1,0.0
270,1,1,35.0,4.91730069488021,2,1,0.0
202,3,0,29.0,4.256321678298823,2,2,10.0
162,2,1,40.0,2.8183982582710754,2,3,0.0
556,1,0,62.0,3.3160025355989236,2,2,0.0
730,3,1,25.0,2.188856327665703,2,1,1.0
402,3,0,26.0,2.2027647577118348,2,2,0.0
703,3,1,18.0,2.737880811060884,0,1,1.0
477,2,0,34.0,3.091042453358316,2,2,1.0
772,3,0,48.0,2.180891922715322,2,2,0.0
106,3,0,28.0,2.1855792552411137,2,2,0.0
566,3,0,24.0,3.224857896545748,2,2,2.0
390,2,1,17.0,2.5649493574615367,0,1,0.0
2,1,1,38.0,4.2805931204649,0,3,1.0
833,3,0,29.0,2.1076888046179385,0,2,0.0
562,3,0,40.0,2.1855792552411137,2,2,0.0
81,3,0,22.0,2.302585092994046,2,2,0.0
206,3,1,2.0,2.4390808375825834,2,1,1.0
35,1,0,28.0,4.420896324687287,0,2,1.0
776,3,0,18.0,2.169053700369523,2,2,0.0
509,3,0,28.0,3.1580636854714434,2,2,0.0
428,2,1,19.0,3.295836866004329,2,1,0.0
455,3,0,29.0,2.2027647577118348,2,2,0.0
367,1,1,60.0,4.334017415487521,0,3,1.0
92,3,0,20.0,2.180891922715322,2,2,0.0
340,1,0,45.0,3.597312260588446,2,2,0.0
565,3,1,29.0,2.2027647577118348,2,1,0.0
346,2,1,24.0,2.6390573296152584,2,1,0.0
777,3,0,29.0,2.169053700369523,1,2,0.0
242,3,1,29.0,2.803360380906535,1,1,1.0
14,3,0,39.0,3.4742929367327062,2,2,6.0
316,3,1,26.0,2.180891922715322,2,1,0.0
601,2,1,24.0,3.332204510175204,2,3,3.0
388,2,1,36.0,2.6390573296152584,2,1,0.0
274,1,0,37.0,3.4242626545931514,0,2,1.0
167,1,1,29.0,4.02535169073515,2,3,1.0
884,2,0,28.0,2.4423470353692043,2,2,0.0
647,3,0,19.0,2.1855792552411137,2,2,0.0
819,3,0,43.0,2.0082140323914683,2,2,0.0
485,1,0,25.0,4.5226490762785785,0,2,1.0
874,3,0,47.0,2.302585092994046,2,2,0.0
505,1,1,16.0,4.471638793363569,2,1,0.0
832,2,0,0.83,2.9831534913471307,2,0,2.0
244,3,0,22.0,2.094945728215801,2,2,0.0
567,3,0,19.0,2.1855792552411137,2,2,0.0
563,2,0,28.0,2.6741486494265287,2,2,0.0
687,3,0,14.0,3.705920919968788,2,2,5.0
190,3,0,36.0,2.1855792552411137,2,2,0.0
783,1,0,29.0,3.4339872044851463,2,2,0.0
700,3,0,42.0,2.157559320943788,2,2,0.0
476,1,0,29.0,3.970291913552122,2,2,0.0
682,1,0,27.0,4.353230991152628,0,2,0.0
511,3,0,29.0,2.169053700369523,1,2,0.0
59,2,1,5.0,3.3586377672433594,2,1,3.0
475,3,1,22.0,2.3830123421066602,2,1,0.0
561,3,0,29.0,2.169053700369523,1,2,0.0
748,2,1,30.0,2.6390573296152584,2,1,0.0
253,1,0,62.0,3.3160025355989236,2,2,0.0
22,2,0,34.0,2.6390573296152584,2,2,0.0
314,3,0,28.0,2.1855792552411137,2,2,0.0
460,3,0,29.0,2.169053700369523,1,2,0.0
161,3,0,44.0,2.8390784635086144,2,2,1.0
277,3,1,45.0,2.169053700369523,2,1,0.0
192,2,0,19.0,2.6390573296152584,2,2,0.0
386,2,0,18.0,4.310799125385514,2,2,0.0
806,3,0,31.0,2.1719067693519296,2,2,0.0
414,2,0,29.0,0.0,2,2,0.0
492,3,0,21.0,2.1102132003465894,2,2,0.0
344,2,0,25.0,2.6390573296152584,2,2,0.0
770,3,0,32.0,2.236712348843338,2,2,0.0
309,2,0,30.0,3.2188758248682006,0,2,1.0
662,3,0,40.0,2.1071782966514356,0,2,0.0
131,3,0,33.0,2.1855792552411137,0,2,0.0
664,3,0,36.0,2.139571923732859,2,2,0.0
872,1,1,47.0,3.9806942251907276,2,3,2.0
100,2,0,34.0,3.295836866004329,2,2,1.0
373,3,0,19.0,2.2027647577118348,2,2,0.0
88,3,0,29.0,2.2027647577118348,2,2,0.0
459,2,1,50.0,2.4423470353692043,2,1,0.0
331,3,1,29.0,3.188416617383492,1,1,2.0
215,3,0,29.0,2.169053700369523,1,2,1.0
467,2,0,29.0,0.0,2,2,0.0
122,3,0,29.0,2.2027647577118348,2,2,0.0
615,3,0,35.0,2.2027647577118348,2,2,0.0
21,2,0,35.0,3.295836866004329,2,2,0.0
701,1,1,18.0,5.4316456135398825,0,3,1.0
72,3,1,16.0,3.8691155044168695,2,1,7.0
107,3,1,21.0,2.157559320943788,2,1,0.0
271,1,0,29.0,3.4657359027997265,2,2,0.0
861,3,0,41.0,2.7152442616824506,2,2,2.0
436,1,1,14.0,4.795790545596741,2,1,3.0
103,1,0,21.0,4.360387947851531,2,2,1.0
